,phrase,sentence_id,sentiment,length,word_list,word_counter,num_unique_words,guess,guess-sentiment
833,` Opening up ' the play more has partly closed it down .,5309,3,56,"['opening', 'the', 'play', 'more', 'has', 'partly', 'closed', 'down']","Counter({'play': 1, 'partly': 1, 'opening': 1, 'down': 1, 'closed': 1, 'the': 1, 'has': 1, 'more': 1})",8,3.0,0.0
834,"It would n't matter so much that this arrogant Richard Pryor wannabe 's routine is offensive , puerile and unimaginatively foul-mouthed if it was at least funny .",8038,3,162,"['would', 'matter', 'much', 'that', 'this', 'arrogant', 'richard', 'pryor', 'wannabe', 'routine', 'offensive', 'puerile', 'and', 'unimaginatively', 'foulmouthed', 'was', 'least', 'funny']","Counter({'and': 1, 'pryor': 1, 'puerile': 1, 'richard': 1, 'would': 1, 'that': 1, 'this': 1, 'unimaginatively': 1, 'offensive': 1, 'least': 1, 'matter': 1, 'much': 1, 'routine': 1, 'wannabe': 1, 'foulmouthed': 1, 'funny': 1, 'was': 1, 'arrogant': 1})",18,3.0,0.0
835,"A genuinely funny ensemble comedy that also asks its audience -- in a heartwarming , nonjudgmental kind of way -- to consider what we value in our daily lives .",1500,4,160,"['genuinely', 'funny', 'ensemble', 'comedy', 'that', 'also', 'asks', 'its', 'audience', 'heartwarming', 'nonjudgmental', 'kind', 'way', 'consider', 'what', 'value', 'our', 'daily', 'lives']","Counter({'funny': 1, 'kind': 1, 'consider': 1, 'asks': 1, 'that': 1, 'heartwarming': 1, 'what': 1, 'value': 1, 'its': 1, 'also': 1, 'audience': 1, 'lives': 1, 'daily': 1, 'way': 1, 'nonjudgmental': 1, 'our': 1, 'comedy': 1, 'ensemble': 1, 'genuinely': 1})",19,4.0,0.0
836,"Where This was lazy but enjoyable , a formula comedy redeemed by its stars , That is even lazier and far less enjoyable .",4773,3,121,"['where', 'this', 'was', 'lazy', 'but', 'enjoyable', 'formula', 'comedy', 'redeemed', 'its', 'stars', 'that', 'even', 'lazier', 'and', 'far', 'less', 'enjoyable']","Counter({'enjoyable': 2, 'even': 1, 'lazier': 1, 'lazy': 1, 'and': 1, 'redeemed': 1, 'this': 1, 'where': 1, 'that': 1, 'but': 1, 'far': 1, 'stars': 1, 'less': 1, 'formula': 1, 'comedy': 1, 'was': 1, 'its': 1})",17,3.0,0.0
837,"Such a wildly uneven hit-and-miss enterprise , you ca n't help suspecting that it was improvised on a day-to-day basis during production .",7919,2,138,"['such', 'wildly', 'uneven', 'hitandmiss', 'enterprise', 'you', 'help', 'suspecting', 'that', 'was', 'improvised', 'daytoday', 'basis', 'during', 'production']","Counter({'basis': 1, 'uneven': 1, 'help': 1, 'that': 1, 'hitandmiss': 1, 'wildly': 1, 'suspecting': 1, 'daytoday': 1, 'during': 1, 'production': 1, 'improvised': 1, 'enterprise': 1, 'such': 1, 'you': 1, 'was': 1})",15,3.0,1.0
838,"In the end , though , it is only mildly amusing when it could have been so much more .",3221,2,86,"['the', 'end', 'though', 'only', 'mildly', 'amusing', 'when', 'could', 'have', 'been', 'much', 'more']","Counter({'end': 1, 'though': 1, 'could': 1, 'when': 1, 'been': 1, 'only': 1, 'much': 1, 'amusing': 1, 'have': 1, 'the': 1, 'more': 1, 'mildly': 1})",12,3.0,1.0
839,Merchant has n't directed this movie so much as produced it -- like sausage .,4533,2,77,"['merchant', 'has', 'directed', 'this', 'movie', 'much', 'produced', 'like', 'sausage']","Counter({'merchant': 1, 'directed': 1, 'sausage': 1, 'like': 1, 'this': 1, 'movie': 1, 'produced': 1, 'much': 1, 'has': 1})",9,3.0,1.0
840,"The director , with his fake backdrops and stately pacing , never settles on a consistent tone .",5185,3,96,"['the', 'director', 'with', 'his', 'fake', 'backdrops', 'and', 'stately', 'pacing', 'never', 'settles', 'consistent', 'tone']","Counter({'and': 1, 'his': 1, 'tone': 1, 'stately': 1, 'consistent': 1, 'never': 1, 'settles': 1, 'pacing': 1, 'director': 1, 'fake': 1, 'backdrops': 1, 'the': 1, 'with': 1})",13,3.0,0.0
841,"The problems and characters it reveals are universal and involving , and the film itself -- as well its delightful cast -- is so breezy , pretty and gifted , it really won my heart .",5267,4,182,"['the', 'problems', 'and', 'characters', 'reveals', 'are', 'universal', 'and', 'involving', 'and', 'the', 'film', 'itself', 'well', 'its', 'delightful', 'cast', 'breezy', 'pretty', 'and', 'gifted', 'really', 'won', 'heart']","Counter({'and': 4, 'the': 2, 'reveals': 1, 'pretty': 1, 'won': 1, 'well': 1, 'universal': 1, 'gifted': 1, 'problems': 1, 'delightful': 1, 'breezy': 1, 'heart': 1, 'cast': 1, 'itself': 1, 'involving': 1, 'are': 1, 'characters': 1, 'its': 1, 'film': 1, 'really': 1})",20,4.0,0.0
842,"A hugely rewarding experience that 's every bit as enlightening , insightful and entertaining as Grant 's two best films -- Four Weddings and a Funeral and Bridget Jones 's Diary .",4380,4,180,"['hugely', 'rewarding', 'experience', 'that', 'every', 'bit', 'enlightening', 'insightful', 'and', 'entertaining', 'grant', 'two', 'best', 'films', 'four', 'weddings', 'and', 'funeral', 'and', 'bridget', 'jones', 'diary']","Counter({'and': 3, 'jones': 1, 'weddings': 1, 'bridget': 1, 'enlightening': 1, 'that': 1, 'funeral': 1, 'grant': 1, 'two': 1, 'experience': 1, 'four': 1, 'rewarding': 1, 'every': 1, 'hugely': 1, 'films': 1, 'diary': 1, 'bit': 1, 'entertaining': 1, 'best': 1, 'insightful': 1})",20,4.0,0.0
843,When the heroes were actually under 40 ?,3741,2,40,"['when', 'the', 'heroes', 'were', 'actually', 'under', '?']","Counter({'were': 1, 'when': 1, 'actually': 1, 'under': 1, 'the': 1, 'heroes': 1, '?': 1})",7,3.0,1.0
844,Blithely anachronistic and slyly achronological .,7358,3,49,"['blithely', 'anachronistic', 'and', 'slyly', 'achronological']","Counter({'and': 1, 'blithely': 1, 'anachronistic': 1, 'slyly': 1, 'achronological': 1})",5,2.0,-1.0
845,I do n't even care that there 's no plot in this Antonio Banderas-Lucy Liu faceoff .,3768,3,84,"['even', 'care', 'that', 'there', 'plot', 'this', 'antonio', 'banderaslucy', 'liu', 'faceoff']","Counter({'even': 1, 'plot': 1, 'faceoff': 1, 'that': 1, 'this': 1, 'there': 1, 'antonio': 1, 'liu': 1, 'banderaslucy': 1, 'care': 1})",10,3.0,0.0
846,"If Borstal Boy is n't especially realistic , it is an engaging nostalgia piece .",3398,4,80,"['borstal', 'boy', 'especially', 'realistic', 'engaging', 'nostalgia', 'piece']","Counter({'boy': 1, 'borstal': 1, 'especially': 1, 'nostalgia': 1, 'engaging': 1, 'realistic': 1, 'piece': 1})",7,4.0,0.0
847,What starts off as a possible Argentine American Beauty reeks like a room stacked with pungent flowers .,8445,3,104,"['what', 'starts', 'off', 'possible', 'argentine', 'american', 'beauty', 'reeks', 'like', 'room', 'stacked', 'with', 'pungent', 'flowers']","Counter({'what': 1, 'off': 1, 'like': 1, 'beauty': 1, 'starts': 1, 'reeks': 1, 'pungent': 1, 'possible': 1, 'american': 1, 'stacked': 1, 'flowers': 1, 'with': 1, 'argentine': 1, 'room': 1})",14,4.0,1.0
848,"The Quiet American is n't a bad film , it 's just one that could easily wait for your pay per view dollar .",2537,3,107,"['the', 'quiet', 'american', 'bad', 'film', 'just', 'one', 'that', 'could', 'easily', 'wait', 'for', 'your', 'pay', 'per', 'view', 'dollar']","Counter({'easily': 1, 'for': 1, 'just': 1, 'that': 1, 'pay': 1, 'could': 1, 'view': 1, 'dollar': 1, 'bad': 1, 'per': 1, 'quiet': 1, 'american': 1, 'the': 1, 'one': 1, 'your': 1, 'film': 1, 'wait': 1})",17,3.0,0.0
849,No Such Thing breaks no new ground and treads old turf like a hippopotamus ballerina .,991,3,86,"['such', 'thing', 'breaks', 'new', 'ground', 'and', 'treads', 'old', 'turf', 'like', 'hippopotamus', 'ballerina']","Counter({'and': 1, 'ballerina': 1, 'old': 1, 'like': 1, 'breaks': 1, 'turf': 1, 'thing': 1, 'treads': 1, 'new': 1, 'such': 1, 'hippopotamus': 1, 'ground': 1})",12,3.0,0.0
850,"` Martin Lawrence Live ' is so self-pitying , I almost expected there to be a collection taken for the comedian at the end of the show .",6277,2,136,"['martin', 'lawrence', 'live', 'selfpitying', 'almost', 'expected', 'there', 'collection', 'taken', 'for', 'the', 'comedian', 'the', 'end', 'the', 'show']","Counter({'the': 3, 'end': 1, 'for': 1, 'lawrence': 1, 'almost': 1, 'there': 1, 'show': 1, 'collection': 1, 'taken': 1, 'live': 1, 'comedian': 1, 'martin': 1, 'expected': 1, 'selfpitying': 1})",14,3.0,1.0
851,"The predominantly amateur cast is painful to watch , so stilted and unconvincing are the performances .",4838,2,103,"['the', 'predominantly', 'amateur', 'cast', 'painful', 'watch', 'stilted', 'and', 'unconvincing', 'are', 'the', 'performances']","Counter({'the': 2, 'and': 1, 'amateur': 1, 'stilted': 1, 'performances': 1, 'watch': 1, 'predominantly': 1, 'cast': 1, 'are': 1, 'painful': 1, 'unconvincing': 1})",11,3.0,1.0
852,"Drumline is -- the mere suggestion , albeit a visually compelling one , of a fully realized story .",1421,4,99,"['drumline', 'the', 'mere', 'suggestion', 'albeit', 'visually', 'compelling', 'one', 'fully', 'realized', 'story']","Counter({'visually': 1, 'realized': 1, 'drumline': 1, 'albeit': 1, 'fully': 1, 'story': 1, 'one': 1, 'compelling': 1, 'suggestion': 1, 'the': 1, 'mere': 1})",11,4.0,0.0
853,Isabelle Huppert ... again shows uncanny skill in getting under the skin of her characters,5483,3,90,"['isabelle', 'huppert', 'again', 'shows', 'uncanny', 'skill', 'getting', 'under', 'the', 'skin', 'her', 'characters']","Counter({'again': 1, 'her': 1, 'huppert': 1, 'isabelle': 1, 'getting': 1, 'uncanny': 1, 'characters': 1, 'under': 1, 'skin': 1, 'skill': 1, 'the': 1, 'shows': 1})",12,3.0,0.0
854,"A relatively effective little potboiler until its absurd , contrived , overblown , and entirely implausible finale .",2702,3,116,"['relatively', 'effective', 'little', 'potboiler', 'until', 'its', 'absurd', 'contrived', 'overblown', 'and', 'entirely', 'implausible', 'finale']","Counter({'and': 1, 'contrived': 1, 'little': 1, 'effective': 1, 'finale': 1, 'overblown': 1, 'until': 1, 'absurd': 1, 'implausible': 1, 'entirely': 1, 'relatively': 1, 'its': 1, 'potboiler': 1})",13,3.0,0.0
855,"By turns pretentious , fascinating , ludicrous , provocative and vainglorious .",8163,3,79,"['turns', 'pretentious', 'fascinating', 'ludicrous', 'provocative', 'and', 'vainglorious']","Counter({'and': 1, 'provocative': 1, 'fascinating': 1, 'turns': 1, 'ludicrous': 1, 'vainglorious': 1, 'pretentious': 1})",7,4.0,1.0
856,One of the most important and exhilarating forms of animated filmmaking since old Walt doodled Steamboat Willie .,6898,4,113,"['one', 'the', 'most', 'important', 'and', 'exhilarating', 'forms', 'animated', 'filmmaking', 'since', 'old', 'walt', 'doodled', 'steamboat', 'willie']","Counter({'and': 1, 'walt': 1, 'steamboat': 1, 'old': 1, 'since': 1, 'doodled': 1, 'one': 1, 'forms': 1, 'most': 1, 'important': 1, 'filmmaking': 1, 'exhilarating': 1, 'the': 1, 'animated': 1, 'willie': 1})",15,4.0,0.0
857,"Oddly , the film is n't nearly as downbeat as it sounds , but strikes a tone that 's alternately melancholic , hopeful and strangely funny .",6940,4,140,"['oddly', 'the', 'film', 'nearly', 'downbeat', 'sounds', 'but', 'strikes', 'tone', 'that', 'alternately', 'melancholic', 'hopeful', 'and', 'strangely', 'funny']","Counter({'melancholic': 1, 'and': 1, 'strikes': 1, 'that': 1, 'downbeat': 1, 'hopeful': 1, 'alternately': 1, 'but': 1, 'oddly': 1, 'funny': 1, 'nearly': 1, 'tone': 1, 'the': 1, 'sounds': 1, 'film': 1, 'strangely': 1})",16,4.0,0.0
858,A drama ?,4846,2,9,"['drama', '?']","Counter({'drama': 1, '?': 1})",2,2.0,0.0
859,"-LRB- Kirshner wins , but it 's close . -RRB-",1186,3,45,"['lrb', 'kirshner', 'wins', 'but', 'close', 'rrb']","Counter({'lrb': 1, 'wins': 1, 'rrb': 1, 'but': 1, 'close': 1, 'kirshner': 1})",6,3.0,0.0
860,"After a while , the only way for a reasonably intelligent person to get through The Country Bears is to ponder how a whole segment of pop-music history has been allowed to get wet , fuzzy and sticky .",8383,3,200,"['after', 'while', 'the', 'only', 'way', 'for', 'reasonably', 'intelligent', 'person', 'get', 'through', 'the', 'country', 'bears', 'ponder', 'how', 'whole', 'segment', 'popmusic', 'history', 'has', 'been', 'allowed', 'get', 'wet', 'fuzzy', 'and', 'sticky']","Counter({'get': 2, 'the': 2, 'and': 1, 'sticky': 1, 'through': 1, 'popmusic': 1, 'allowed': 1, 'ponder': 1, 'for': 1, 'bears': 1, 'been': 1, 'how': 1, 'only': 1, 'way': 1, 'wet': 1, 'has': 1, 'intelligent': 1, 'after': 1, 'fuzzy': 1, 'segment': 1, 'country': 1, 'reasonably': 1, 'person': 1, 'while': 1, 'whole': 1, 'history': 1})",26,3.0,0.0
861,Their contrast is neither dramatic nor comic -- it 's just a weird fizzle .,928,3,75,"['their', 'contrast', 'neither', 'dramatic', 'nor', 'comic', 'just', 'weird', 'fizzle']","Counter({'just': 1, 'their': 1, 'dramatic': 1, 'fizzle': 1, 'contrast': 1, 'weird': 1, 'comic': 1, 'neither': 1, 'nor': 1})",9,3.0,0.0
862,"-LRB- Javier Bardem is -RRB- one of the few reasons to watch the film , which director Gerardo Vera has drenched in swoony music and fever-pitched melodrama .",3116,3,158,"['lrb', 'javier', 'bardem', 'rrb', 'one', 'the', 'few', 'reasons', 'watch', 'the', 'film', 'which', 'director', 'gerardo', 'vera', 'has', 'drenched', 'swoony', 'music', 'and', 'feverpitched', 'melodrama']","Counter({'the': 2, 'and': 1, 'vera': 1, 'melodrama': 1, 'lrb': 1, 'has': 1, 'reasons': 1, 'bardem': 1, 'feverpitched': 1, 'watch': 1, 'rrb': 1, 'one': 1, 'director': 1, 'few': 1, 'javier': 1, 'music': 1, 'swoony': 1, 'which': 1, 'drenched': 1, 'gerardo': 1, 'film': 1})",21,4.0,1.0
863,And they succeed merrily at their noble endeavor .,6141,4,50,"['and', 'they', 'succeed', 'merrily', 'their', 'noble', 'endeavor']","Counter({'and': 1, 'noble': 1, 'their': 1, 'merrily': 1, 'succeed': 1, 'they': 1, 'endeavor': 1})",7,3.0,-1.0
864,The movie is without intent .,6137,3,29,"['the', 'movie', 'without', 'intent']","Counter({'movie': 1, 'the': 1, 'without': 1, 'intent': 1})",4,3.0,0.0
865,"Throwing in everything except someone pulling the pin from a grenade with his teeth , Windtalkers seems to have ransacked every old World War II movie for overly familiar material .",1883,3,181,"['throwing', 'everything', 'except', 'someone', 'pulling', 'the', 'pin', 'from', 'grenade', 'with', 'his', 'teeth', 'windtalkers', 'seems', 'have', 'ransacked', 'every', 'old', 'world', 'war', 'movie', 'for', 'overly', 'familiar', 'material']","Counter({'old': 1, 'pin': 1, 'throwing': 1, 'overly': 1, 'his': 1, 'pulling': 1, 'have': 1, 'from': 1, 'for': 1, 'ransacked': 1, 'movie': 1, 'seems': 1, 'except': 1, 'everything': 1, 'windtalkers': 1, 'war': 1, 'someone': 1, 'familiar': 1, 'material': 1, 'every': 1, 'world': 1, 'with': 1, 'teeth': 1, 'the': 1, 'grenade': 1})",25,3.0,0.0
866,"Slow and ponderous , but Rohmer 's drama builds to an intense indoor drama about compassion , sacrifice , and Christian love in the face of political corruption .",5178,4,162,"['slow', 'and', 'ponderous', 'but', 'rohmer', 'drama', 'builds', 'intense', 'indoor', 'drama', 'about', 'compassion', 'sacrifice', 'and', 'christian', 'love', 'the', 'face', 'political', 'corruption']","Counter({'and': 2, 'drama': 2, 'about': 1, 'slow': 1, 'christian': 1, 'builds': 1, 'compassion': 1, 'sacrifice': 1, 'indoor': 1, 'political': 1, 'but': 1, 'rohmer': 1, 'corruption': 1, 'ponderous': 1, 'love': 1, 'the': 1, 'face': 1, 'intense': 1})",18,4.0,0.0
867,"Gosling creates a staggeringly compelling character , a young man whose sharp intellect is at the very root of his contradictory , self-hating , self-destructive ways .",7116,4,168,"['gosling', 'creates', 'staggeringly', 'compelling', 'character', 'young', 'man', 'whose', 'sharp', 'intellect', 'the', 'very', 'root', 'his', 'contradictory', 'selfhating', 'selfdestructive', 'ways']","Counter({'whose': 1, 'his': 1, 'selfdestructive': 1, 'very': 1, 'character': 1, 'young': 1, 'the': 1, 'creates': 1, 'ways': 1, 'gosling': 1, 'compelling': 1, 'contradictory': 1, 'sharp': 1, 'staggeringly': 1, 'root': 1, 'intellect': 1, 'selfhating': 1, 'man': 1})",18,4.0,0.0
868,The movie would seem less of a trifle if Ms. Sugarman followed through on her defiance of the saccharine .,876,3,106,"['the', 'movie', 'would', 'seem', 'less', 'trifle', 'sugarman', 'followed', 'through', 'her', 'defiance', 'the', 'saccharine']","Counter({'the': 2, 'trifle': 1, 'followed': 1, 'her': 1, 'would': 1, 'less': 1, 'movie': 1, 'sugarman': 1, 'through': 1, 'saccharine': 1, 'defiance': 1, 'seem': 1})",12,3.0,0.0
869,"unpretentious , charming , quirky , original",1262,4,44,"['unpretentious', 'charming', 'quirky', 'original']","Counter({'quirky': 1, 'unpretentious': 1, 'original': 1, 'charming': 1})",4,4.0,0.0
870,"Too predictably , in fact .",6143,2,27,"['too', 'predictably', 'fact']","Counter({'predictably': 1, 'too': 1, 'fact': 1})",3,3.0,1.0
871,"The idea is more interesting than the screenplay , which lags badly in the middle and lurches between not-very-funny comedy , unconvincing dramatics and some last-minute action strongly reminiscent of Run Lola Run .",8476,3,215,"['the', 'idea', 'more', 'interesting', 'than', 'the', 'screenplay', 'which', 'lags', 'badly', 'the', 'middle', 'and', 'lurches', 'between', 'notveryfunny', 'comedy', 'unconvincing', 'dramatics', 'and', 'some', 'lastminute', 'action', 'strongly', 'reminiscent', 'run', 'lola', 'run']","Counter({'the': 3, 'and': 2, 'run': 2, 'screenplay': 1, 'strongly': 1, 'some': 1, 'idea': 1, 'middle': 1, 'lola': 1, 'interesting': 1, 'dramatics': 1, 'lags': 1, 'reminiscent': 1, 'lastminute': 1, 'which': 1, 'between': 1, 'comedy': 1, 'more': 1, 'badly': 1, 'notveryfunny': 1, 'than': 1, 'lurches': 1, 'action': 1, 'unconvincing': 1})",24,3.0,0.0
872,Overall tomfoolery like this is a matter of taste .,5846,2,51,"['overall', 'tomfoolery', 'like', 'this', 'matter', 'taste']","Counter({'like': 1, 'matter': 1, 'this': 1, 'overall': 1, 'taste': 1, 'tomfoolery': 1})",6,3.0,1.0
873,De Niro cries .,5286,2,15,"['niro', 'cries']","Counter({'cries': 1, 'niro': 1})",2,0.0,-2.0
874,the too-frosty exterior Ms. Paltrow employs to authenticate her British persona is another liability,4026,3,100,"['the', 'toofrosty', 'exterior', 'paltrow', 'employs', 'authenticate', 'her', 'british', 'persona', 'another', 'liability']","Counter({'toofrosty': 1, 'authenticate': 1, 'exterior': 1, 'her': 1, 'paltrow': 1, 'british': 1, 'liability': 1, 'another': 1, 'persona': 1, 'employs': 1, 'the': 1})",11,2.0,-1.0
875,An ambitious ` what if ? ',5435,3,26,"['ambitious', 'what', '?']","Counter({'what': 1, '?': 1, 'ambitious': 1})",3,3.0,0.0
876,"Though it 's equally solipsistic in tone , the movie has enough vitality to justify the notion of creating a screen adaptation of Evans ' saga of Hollywood excess .",6521,4,164,"['though', 'equally', 'solipsistic', 'tone', 'the', 'movie', 'has', 'enough', 'vitality', 'justify', 'the', 'notion', 'creating', 'screen', 'adaptation', 'evans', 'saga', 'hollywood', 'excess']","Counter({'the': 2, 'equally': 1, 'tone': 1, 'creating': 1, 'evans': 1, 'solipsistic': 1, 'saga': 1, 'movie': 1, 'screen': 1, 'though': 1, 'hollywood': 1, 'vitality': 1, 'enough': 1, 'adaptation': 1, 'excess': 1, 'has': 1, 'notion': 1, 'justify': 1})",18,3.0,-1.0
