,phrase,sentence_id,sentiment,length,word_list,word_counter,num_unique_words,unique_word_density,guess,guess-sentiment
1287,"The movie 's captivating details are all in the performances , from Foreman 's barking-mad Taylor to Thewlis 's smoothly sinister Freddie and Bettany\/McDowell 's hard-eyed gangster .",3334,4,183,"['the', 'movie', 'captivating', 'details', 'are', 'all', 'the', 'performances', 'from', 'foreman', 'barkingmad', 'taylor', 'thewlis', 'smoothly', 'sinister', 'freddie', 'and', 'bettanymcdowell', 'hardeyed', 'gangster']","Counter({'the': 2, 'and': 1, 'foreman': 1, 'all': 1, 'taylor': 1, 'from': 1, 'captivating': 1, 'smoothly': 1, 'movie': 1, 'thewlis': 1, 'barkingmad': 1, 'bettanymcdowell': 1, 'freddie': 1, 'gangster': 1, 'sinister': 1, 'are': 1, 'performances': 1, 'hardeyed': 1, 'details': 1})",19,0,4.0,0.0
1288,"Tells a fascinating , compelling story .",85,4,40,"['tells', 'fascinating', 'compelling', 'story']","Counter({'story': 1, 'compelling': 1, 'tells': 1, 'fascinating': 1})",4,1,4.0,0.0
1289,"The real star of this movie is the score , as in the songs translate well to film , and it 's really well directed .",959,4,116,"['the', 'real', 'star', 'this', 'movie', 'the', 'score', 'the', 'songs', 'translate', 'well', 'film', 'and', 'really', 'well', 'directed']","Counter({'the': 3, 'well': 2, 'real': 1, 'and': 1, 'directed': 1, 'star': 1, 'this': 1, 'movie': 1, 'score': 1, 'translate': 1, 'really': 1, 'film': 1, 'songs': 1})",13,0,4.0,0.0
1290,`` the road paved with good intentions leads to the video store '',935,3,66,"['the', 'road', 'paved', 'with', 'good', 'intentions', 'leads', 'the', 'video', 'store']","Counter({'the': 2, 'good': 1, 'leads': 1, 'intentions': 1, 'video': 1, 'store': 1, 'with': 1, 'road': 1, 'paved': 1})",9,0,4.0,1.0
1291,Writer\/director Alexander Payne -LRB- Election -RRB- and his co-writer Jim Taylor brilliantly employ their quirky and fearless ability to look American angst in the eye and end up laughing .,6838,4,191,"['writerdirector', 'alexander', 'payne', 'lrb', 'election', 'rrb', 'and', 'his', 'cowriter', 'jim', 'taylor', 'brilliantly', 'employ', 'their', 'quirky', 'and', 'fearless', 'ability', 'look', 'american', 'angst', 'the', 'eye', 'and', 'end', 'laughing']","Counter({'and': 3, 'taylor': 1, 'rrb': 1, 'his': 1, 'election': 1, 'brilliantly': 1, 'eye': 1, 'jim': 1, 'their': 1, 'quirky': 1, 'alexander': 1, 'lrb': 1, 'ability': 1, 'fearless': 1, 'payne': 1, 'cowriter': 1, 'end': 1, 'writerdirector': 1, 'look': 1, 'angst': 1, 'employ': 1, 'american': 1, 'laughing': 1, 'the': 1})",24,0,4.0,0.0
1292,A classic fairy tale that perfectly captures the wonders and worries of childhood in a way that few movies have ever approached .,8253,4,129,"['classic', 'fairy', 'tale', 'that', 'perfectly', 'captures', 'the', 'wonders', 'and', 'worries', 'childhood', 'way', 'that', 'few', 'movies', 'have', 'ever', 'approached']","Counter({'that': 2, 'and': 1, 'have': 1, 'captures': 1, 'classic': 1, 'childhood': 1, 'tale': 1, 'few': 1, 'approached': 1, 'ever': 1, 'way': 1, 'worries': 1, 'fairy': 1, 'perfectly': 1, 'movies': 1, 'the': 1, 'wonders': 1})",17,0,4.0,0.0
1293,The movie should be credited with remembering his victims .,8338,2,59,"['the', 'movie', 'should', 'credited', 'with', 'remembering', 'his', 'victims']","Counter({'remembering': 1, 'his': 1, 'victims': 1, 'movie': 1, 'credited': 1, 'should': 1, 'the': 1, 'with': 1})",8,1,3.0,1.0
1294,Starts off witty and sophisticated and you want to love it -- but filmmaker Yvan Attal quickly writes himself into a corner .,5760,4,125,"['starts', 'off', 'witty', 'and', 'sophisticated', 'and', 'you', 'want', 'love', 'but', 'filmmaker', 'yvan', 'attal', 'quickly', 'writes', 'himself', 'into', 'corner']","Counter({'and': 2, 'himself': 1, 'off': 1, 'yvan': 1, 'starts': 1, 'writes': 1, 'but': 1, 'sophisticated': 1, 'witty': 1, 'quickly': 1, 'want': 1, 'corner': 1, 'love': 1, 'you': 1, 'filmmaker': 1, 'into': 1, 'attal': 1})",17,0,3.0,-1.0
1295,"Writer-director Walter Hill and co-writer David Giler try to create characters out of the obvious cliches , but wind up using them as punching bags .",4998,3,149,"['writerdirector', 'walter', 'hill', 'and', 'cowriter', 'david', 'giler', 'try', 'create', 'characters', 'out', 'the', 'obvious', 'cliches', 'but', 'wind', 'using', 'them', 'punching', 'bags']","Counter({'and': 1, 'try': 1, 'them': 1, 'bags': 1, 'cliches': 1, 'create': 1, 'but': 1, 'david': 1, 'giler': 1, 'obvious': 1, 'hill': 1, 'characters': 1, 'cowriter': 1, 'punching': 1, 'using': 1, 'the': 1, 'writerdirector': 1, 'out': 1, 'wind': 1, 'walter': 1})",20,1,3.0,0.0
1296,Brian Tufano 's handsome widescreen photography and Paul Grabowsky 's excellent music turn this fairly parochial melodrama into something really rather special .,1483,4,161,"['brian', 'tufano', 'handsome', 'widescreen', 'photography', 'and', 'paul', 'grabowsky', 'excellent', 'music', 'turn', 'this', 'fairly', 'parochial', 'melodrama', 'into', 'something', 'really', 'rather', 'special']","Counter({'and': 1, 'fairly': 1, 'melodrama': 1, 'turn': 1, 'this': 1, 'photography': 1, 'widescreen': 1, 'rather': 1, 'tufano': 1, 'grabowsky': 1, 'brian': 1, 'music': 1, 'something': 1, 'excellent': 1, 'parochial': 1, 'paul': 1, 'really': 1, 'into': 1, 'special': 1, 'handsome': 1})",20,1,4.0,0.0
1297,"Eastwood winces , clutches his chest and gasps for breath .",3668,2,59,"['eastwood', 'winces', 'clutches', 'his', 'chest', 'and', 'gasps', 'for', 'breath']","Counter({'and': 1, 'gasps': 1, 'his': 1, 'clutches': 1, 'for': 1, 'breath': 1, 'chest': 1, 'winces': 1, 'eastwood': 1})",9,1,4.0,2.0
1298,"There 's some good material in their story about a retail clerk wanting more out of life , but the movie too often spins its wheels with familiar situations and repetitive scenes .",2436,4,180,"['there', 'some', 'good', 'material', 'their', 'story', 'about', 'retail', 'clerk', 'wanting', 'more', 'out', 'life', 'but', 'the', 'movie', 'too', 'often', 'spins', 'its', 'wheels', 'with', 'familiar', 'situations', 'and', 'repetitive', 'scenes']","Counter({'and': 1, 'often': 1, 'repetitive': 1, 'some': 1, 'its': 1, 'out': 1, 'story': 1, 'movie': 1, 'there': 1, 'their': 1, 'too': 1, 'wanting': 1, 'more': 1, 'life': 1, 'good': 1, 'familiar': 1, 'clerk': 1, 'material': 1, 'but': 1, 'with': 1, 'the': 1, 'about': 1, 'scenes': 1, 'situations': 1, 'wheels': 1, 'retail': 1, 'spins': 1})",27,1,3.0,-1.0
1299,What `` Empire '' lacks in depth it makes up for with its heart .,6125,4,65,"['what', 'empire', 'lacks', 'depth', 'makes', 'for', 'with', 'its', 'heart']","Counter({'heart': 1, 'what': 1, 'for': 1, 'with': 1, 'depth': 1, 'empire': 1, 'lacks': 1, 'makes': 1, 'its': 1})",9,1,4.0,0.0
1300,"It 's plotless , shapeless -- and yet , it must be admitted , not entirely humorless .",2362,3,86,"['plotless', 'shapeless', 'and', 'yet', 'must', 'admitted', 'not', 'entirely', 'humorless']","Counter({'and': 1, 'shapeless': 1, 'admitted': 1, 'not': 1, 'entirely': 1, 'humorless': 1, 'yet': 1, 'plotless': 1, 'must': 1})",9,1,3.0,0.0
1301,It still feels like a prison stretch .,1288,2,38,"['still', 'feels', 'like', 'prison', 'stretch']","Counter({'stretch': 1, 'feels': 1, 'still': 1, 'like': 1, 'prison': 1})",5,1,3.0,1.0
1302,"If Hill is n't quite his generation 's Don Siegel -LRB- or Robert Aldrich -RRB- , it 's because there 's no discernible feeling beneath the chest hair ;",7895,3,152,"['hill', 'quite', 'his', 'generation', 'don', 'siegel', 'lrb', 'robert', 'aldrich', 'rrb', 'because', 'there', 'discernible', 'feeling', 'beneath', 'the', 'chest', 'hair']","Counter({'hair': 1, 'his': 1, 'don': 1, 'discernible': 1, 'generation': 1, 'robert': 1, 'there': 1, 'siegel': 1, 'quite': 1, 'aldrich': 1, 'chest': 1, 'lrb': 1, 'because': 1, 'hill': 1, 'feeling': 1, 'beneath': 1, 'rrb': 1, 'the': 1})",18,1,3.0,0.0
1303,"To work , love stories require the full emotional involvement and support of a viewer .",6367,3,87,"['work', 'love', 'stories', 'require', 'the', 'full', 'emotional', 'involvement', 'and', 'support', 'viewer']","Counter({'and': 1, 'full': 1, 'love': 1, 'viewer': 1, 'require': 1, 'work': 1, 'stories': 1, 'involvement': 1, 'emotional': 1, 'the': 1, 'support': 1})",11,1,3.0,0.0
1304,"Lee 's achievement extends to his supple understanding of the role that Brown played in American culture as an athlete , a movie star , and an image of black indomitability .",3290,3,174,"['lee', 'achievement', 'extends', 'his', 'supple', 'understanding', 'the', 'role', 'that', 'brown', 'played', 'american', 'culture', 'athlete', 'movie', 'star', 'and', 'image', 'black', 'indomitability']","Counter({'and': 1, 'brown': 1, 'his': 1, 'star': 1, 'lee': 1, 'that': 1, 'movie': 1, 'athlete': 1, 'played': 1, 'understanding': 1, 'culture': 1, 'american': 1, 'extends': 1, 'role': 1, 'the': 1, 'supple': 1, 'indomitability': 1, 'image': 1, 'achievement': 1, 'black': 1})",20,1,4.0,1.0
1305,Japanese director Shohei Imamura 's latest film is an odd but ultimately satisfying blend of the sophomoric and the sublime .,7949,4,125,"['japanese', 'director', 'shohei', 'imamura', 'latest', 'film', 'odd', 'but', 'ultimately', 'satisfying', 'blend', 'the', 'sophomoric', 'and', 'the', 'sublime']","Counter({'the': 2, 'and': 1, 'ultimately': 1, 'satisfying': 1, 'odd': 1, 'japanese': 1, 'but': 1, 'imamura': 1, 'director': 1, 'sublime': 1, 'sophomoric': 1, 'shohei': 1, 'blend': 1, 'film': 1, 'latest': 1})",15,0,4.0,0.0
1306,"`` Sweet Home Alabama '' is what it is -- a nice , harmless date film ...",7877,3,73,"['sweet', 'home', 'alabama', 'what', 'nice', 'harmless', 'date', 'film']","Counter({'what': 1, 'sweet': 1, 'harmless': 1, 'date': 1, 'home': 1, 'alabama': 1, 'film': 1, 'nice': 1})",8,1,4.0,1.0
1307,"... certainly an entertaining ride , despite many talky , slow scenes .",5086,3,71,"['certainly', 'entertaining', 'ride', 'despite', 'many', 'talky', 'slow', 'scenes']","Counter({'certainly': 1, 'slow': 1, 'many': 1, 'ride': 1, 'scenes': 1, 'talky': 1, 'despite': 1, 'entertaining': 1})",8,1,3.0,0.0
1308,"This cloying , voices-from-the-other-side story is hell .",6452,2,57,"['this', 'cloying', 'voicesfromtheotherside', 'story', 'hell']","Counter({'this': 1, 'cloying': 1, 'story': 1, 'hell': 1, 'voicesfromtheotherside': 1})",5,1,3.0,1.0
1309,The kind of film that leaves you scratching your head in amazement over the fact that so many talented people could participate in such an ill-advised and poorly executed idea .,5629,3,177,"['the', 'kind', 'film', 'that', 'leaves', 'you', 'scratching', 'your', 'head', 'amazement', 'over', 'the', 'fact', 'that', 'many', 'talented', 'people', 'could', 'participate', 'such', 'illadvised', 'and', 'poorly', 'executed', 'idea']","Counter({'that': 2, 'the': 2, 'and': 1, 'executed': 1, 'people': 1, 'over': 1, 'idea': 1, 'participate': 1, 'scratching': 1, 'amazement': 1, 'your': 1, 'film': 1, 'poorly': 1, 'you': 1, 'head': 1, 'such': 1, 'illadvised': 1, 'kind': 1, 'talented': 1, 'many': 1, 'leaves': 1, 'could': 1, 'fact': 1})",23,0,4.0,1.0
1310,"Cattaneo should have followed the runaway success of his first film , The Full Monty , with something different .",35,4,113,"['cattaneo', 'should', 'have', 'followed', 'the', 'runaway', 'success', 'his', 'first', 'film', 'the', 'full', 'monty', 'with', 'something', 'different']","Counter({'the': 2, 'different': 1, 'his': 1, 'followed': 1, 'success': 1, 'something': 1, 'monty': 1, 'should': 1, 'cattaneo': 1, 'full': 1, 'film': 1, 'have': 1, 'with': 1, 'runaway': 1, 'first': 1})",15,0,4.0,0.0
1311,`` ... something appears to have been lost in the translation this time .,8431,2,73,"['something', 'appears', 'have', 'been', 'lost', 'the', 'translation', 'this', 'time']","Counter({'lost': 1, 'this': 1, 'translation': 1, 'been': 1, 'something': 1, 'have': 1, 'time': 1, 'the': 1, 'appears': 1})",9,1,3.0,1.0
1312,"Partly a schmaltzy , by-the-numbers romantic comedy , partly a shallow rumination on the emptiness of success -- and entirely soulless .",4767,2,136,"['partly', 'schmaltzy', 'bythenumbers', 'romantic', 'comedy', 'partly', 'shallow', 'rumination', 'the', 'emptiness', 'success', 'and', 'entirely', 'soulless']","Counter({'partly': 2, 'and': 1, 'soulless': 1, 'emptiness': 1, 'romantic': 1, 'success': 1, 'bythenumbers': 1, 'shallow': 1, 'entirely': 1, 'rumination': 1, 'schmaltzy': 1, 'comedy': 1, 'the': 1})",13,0,3.0,1.0
1313,Enticing and often funny documentary .,3106,4,38,"['enticing', 'and', 'often', 'funny', 'documentary']","Counter({'and': 1, 'enticing': 1, 'documentary': 1, 'often': 1, 'funny': 1})",5,1,4.0,0.0
1314,The one not-so-small problem with Expecting is that the entire exercise has no real point .,5759,3,91,"['the', 'one', 'notsosmall', 'problem', 'with', 'expecting', 'that', 'the', 'entire', 'exercise', 'has', 'real', 'point']","Counter({'the': 2, 'real': 1, 'entire': 1, 'notsosmall': 1, 'that': 1, 'point': 1, 'one': 1, 'expecting': 1, 'has': 1, 'with': 1, 'problem': 1, 'exercise': 1})",12,0,3.0,0.0
1315,Mike Leigh populates his movie with a wonderful ensemble cast of characters that bring the routine day to day struggles of the working class to life,8502,4,148,"['mike', 'leigh', 'populates', 'his', 'movie', 'with', 'wonderful', 'ensemble', 'cast', 'characters', 'that', 'bring', 'the', 'routine', 'day', 'day', 'struggles', 'the', 'working', 'class', 'life']","Counter({'day': 2, 'the': 2, 'mike': 1, 'his': 1, 'bring': 1, 'working': 1, 'leigh': 1, 'that': 1, 'movie': 1, 'class': 1, 'life': 1, 'struggles': 1, 'populates': 1, 'cast': 1, 'wonderful': 1, 'characters': 1, 'routine': 1, 'with': 1, 'ensemble': 1})",19,0,4.0,0.0
1316,Best enjoyed as a work of fiction inspired by real-life events .,8128,3,64,"['best', 'enjoyed', 'work', 'fiction', 'inspired', 'reallife', 'events']","Counter({'inspired': 1, 'work': 1, 'fiction': 1, 'events': 1, 'reallife': 1, 'enjoyed': 1, 'best': 1})",7,1,4.0,1.0
1317,They exist for hushed lines like `` They 're back ! '',906,2,54,"['they', 'exist', 'for', 'hushed', 'lines', 'like', 'they', 'back', '!']","Counter({'they': 2, '!': 1, 'like': 1, 'for': 1, 'hushed': 1, 'lines': 1, 'back': 1, 'exist': 1})",8,0,3.0,1.0
1318,Our culture is headed down the toilet with the ferocity of a frozen burrito after an all-night tequila bender -- and I know this because I 've seen ` jackass : the movie . ',2564,3,173,"['our', 'culture', 'headed', 'down', 'the', 'toilet', 'with', 'the', 'ferocity', 'frozen', 'burrito', 'after', 'allnight', 'tequila', 'bender', 'and', 'know', 'this', 'because', 'seen', 'jackass', 'the', 'movie']","Counter({'the': 3, 'and': 1, 'toilet': 1, 'because': 1, 'burrito': 1, 'headed': 1, 'frozen': 1, 'movie': 1, 'tequila': 1, 'after': 1, 'this': 1, 'allnight': 1, 'down': 1, 'culture': 1, 'know': 1, 'bender': 1, 'seen': 1, 'our': 1, 'ferocity': 1, 'with': 1, 'jackass': 1})",21,0,4.0,1.0
1319,... the whole thing succeeded only in making me groggy .,5963,3,56,"['the', 'whole', 'thing', 'succeeded', 'only', 'making', 'groggy']","Counter({'succeeded': 1, 'groggy': 1, 'thing': 1, 'only': 1, 'making': 1, 'the': 1, 'whole': 1})",7,1,3.0,0.0
1320,"Transcends its agenda to deliver awe-inspiring , at times sublime , visuals and offer a fascinating glimpse into the subculture of extreme athletes whose derring-do puts the X into the games .",4468,4,192,"['transcends', 'its', 'agenda', 'deliver', 'aweinspiring', 'times', 'sublime', 'visuals', 'and', 'offer', 'fascinating', 'glimpse', 'into', 'the', 'subculture', 'extreme', 'athletes', 'whose', 'derringdo', 'puts', 'the', 'into', 'the', 'games']","Counter({'the': 3, 'into': 2, 'aweinspiring': 1, 'transcends': 1, 'and': 1, 'puts': 1, 'whose': 1, 'fascinating': 1, 'offer': 1, 'visuals': 1, 'subculture': 1, 'deliver': 1, 'glimpse': 1, 'times': 1, 'games': 1, 'derringdo': 1, 'agenda': 1, 'athletes': 1, 'its': 1, 'sublime': 1, 'extreme': 1})",21,0,4.0,0.0
1321,Moves in such odd plot directions and descends into such message-mongering moralism that its good qualities are obscured .,6688,3,122,"['moves', 'such', 'odd', 'plot', 'directions', 'and', 'descends', 'into', 'such', 'messagemongering', 'moralism', 'that', 'its', 'good', 'qualities', 'are', 'obscured']","Counter({'such': 2, 'and': 1, 'plot': 1, 'good': 1, 'obscured': 1, 'that': 1, 'into': 1, 'messagemongering': 1, 'descends': 1, 'moralism': 1, 'are': 1, 'qualities': 1, 'directions': 1, 'moves': 1, 'odd': 1, 'its': 1})",16,0,3.0,0.0
1322,A thriller without thrills and a mystery devoid of urgent questions .,7269,2,69,"['thriller', 'without', 'thrills', 'and', 'mystery', 'devoid', 'urgent', 'questions']","Counter({'and': 1, 'mystery': 1, 'urgent': 1, 'devoid': 1, 'without': 1, 'questions': 1, 'thrills': 1, 'thriller': 1})",8,1,3.0,1.0
1323,"Some movies can get by without being funny simply by structuring the scenes as if they were jokes : a setup , delivery and payoff .",8255,3,131,"['some', 'movies', 'can', 'get', 'without', 'being', 'funny', 'simply', 'structuring', 'the', 'scenes', 'they', 'were', 'jokes', 'setup', 'delivery', 'and', 'payoff']","Counter({'and': 1, 'funny': 1, 'get': 1, 'being': 1, 'setup': 1, 'some': 1, 'scenes': 1, 'delivery': 1, 'movies': 1, 'without': 1, 'simply': 1, 'can': 1, 'they': 1, 'were': 1, 'the': 1, 'payoff': 1, 'structuring': 1, 'jokes': 1})",18,1,3.0,0.0
1324,"I was amused and entertained by the unfolding of Bielinsky 's cleverly constructed scenario , and greatly impressed by the skill of the actors involved in the enterprise .",949,4,171,"['was', 'amused', 'and', 'entertained', 'the', 'unfolding', 'bielinsky', 'cleverly', 'constructed', 'scenario', 'and', 'greatly', 'impressed', 'the', 'skill', 'the', 'actors', 'involved', 'the', 'enterprise']","Counter({'the': 4, 'and': 2, 'unfolding': 1, 'scenario': 1, 'impressed': 1, 'involved': 1, 'entertained': 1, 'amused': 1, 'bielinsky': 1, 'actors': 1, 'greatly': 1, 'enterprise': 1, 'cleverly': 1, 'was': 1, 'skill': 1, 'constructed': 1})",16,0,3.0,-1.0
1325,Neither a rousing success nor a blinding embarrassment .,6293,4,56,"['neither', 'rousing', 'success', 'nor', 'blinding', 'embarrassment']","Counter({'success': 1, 'rousing': 1, 'embarrassment': 1, 'neither': 1, 'blinding': 1, 'nor': 1})",6,1,4.0,0.0
1326,"Ignore the reputation , and ignore the film .",2569,2,45,"['ignore', 'the', 'reputation', 'and', 'ignore', 'the', 'film']","Counter({'ignore': 2, 'the': 2, 'and': 1, 'reputation': 1, 'film': 1})",5,0,4.0,2.0
1327,"Slow , silly and unintentionally hilarious .",2995,2,44,"['slow', 'silly', 'and', 'unintentionally', 'hilarious']","Counter({'and': 1, 'slow': 1, 'silly': 1, 'unintentionally': 1, 'hilarious': 1})",5,1,3.0,1.0
1328,Nicole Kidman makes it a party worth attending .,5662,4,48,"['nicole', 'kidman', 'makes', 'party', 'worth', 'attending']","Counter({'attending': 1, 'kidman': 1, 'party': 1, 'makes': 1, 'worth': 1, 'nicole': 1})",6,1,4.0,0.0
1329,"A weird , arresting little ride .",6579,3,33,"['weird', 'arresting', 'little', 'ride']","Counter({'arresting': 1, 'weird': 1, 'ride': 1, 'little': 1})",4,1,4.0,1.0
1330,Miyazaki is one of world cinema 's most wondrously gifted artists and storytellers .,239,4,84,"['miyazaki', 'one', 'world', 'cinema', 'most', 'wondrously', 'gifted', 'artists', 'and', 'storytellers']","Counter({'and': 1, 'wondrously': 1, 'gifted': 1, 'cinema': 1, 'storytellers': 1, 'miyazaki': 1, 'one': 1, 'most': 1, 'artists': 1, 'world': 1})",10,1,4.0,0.0
